chunk_id,source,title,field,text
StatPearls_4155_0,StatPearls,Oxybutynin -- Mechanism of Action -- Pharmacokinetics,clinical_guideline,"Oxybutynin -- Mechanism of Action -- Pharmacokinetics. Metabolism: Oxybutynin is primarily metabolized by the cytochrome P450 enzyme systems, mainly processed by CYP3A4 in the liver. The metabolism of oxybutynin produces 2 metabolites, including phenyl cyclohexyl glycolic acid and desethyloxybutynin. The first substance, phenyl cyclohexyl glycolic acid, is inactive, whereas the second substance, desethyloxybutynin, has pharmacological activity. [15]"
StatPearls_4156_0,StatPearls,Corneal Injury -- Treatment / Management -- Corneal Foreign Bodies,clinical_guideline,"Corneal Injury -- Treatment / Management -- Corneal Foreign Bodies. Corneal foreign bodies should be removed at the time of diagnosis, preferably under slit lamp magnification, after anesthesia has been achieved with a topical agent such as proparacaine 0.5%. A cotton applicator may occasionally be effective in removing a foreign body but a sterile needle or eye spud may be necessary. [22] Residual rust ring removal can be performed similarly or be deferred for removal by an ophthalmologist the following day. Scarring can occur with rust removal so care should be exercised with rust in the central visual axis and consideration given to referral to an ophthalmologist for removal"
StatPearls_4156_1,StatPearls,Corneal Injury -- Treatment / Management -- Corneal Foreign Bodies,clinical_guideline,". If there is any possibility that the foreign body penetrated the entire length of the cornea, the injury should be treated as a globe perforation as described above. Following removal of the foreign body, the treatment of the remaining corneal defect should be as described above in the discussion of corneal abrasion management."
StatPearls_4157_0,StatPearls,Transurethral Resection of the Prostate -- Technique or Treatment -- The Middle - Performing the Resection,clinical_guideline,"Transurethral Resection of the Prostate -- Technique or Treatment -- The Middle - Performing the Resection. Always have sufficient fluid in the bladder to keep the posterior wall away from the surgical area, especially when resecting the bladder neck. Typically, 100 mL or more is sufficient for this."
StatPearls_4158_0,StatPearls,Regional Anesthesia for Breast Reconstruction -- Indications,clinical_guideline,"Regional Anesthesia for Breast Reconstruction -- Indications. Several recent studies suggest that regional anesthesia combined with general anesthesia is involved in controlling acute postoperative pain avoiding a transition to chronicity and reducing opioid consumption, which prevents side effects like nausea and vomiting, respiratory depression, and hallucinations in elderly patients, leading to early revalidation, and reduced patient length of stay. [22] [7] [23]"
StatPearls_4159_0,StatPearls,Synovial Chondromatosis -- Treatment / Management -- The Necessity of Synovectomy is Controversial,clinical_guideline,"Synovial Chondromatosis -- Treatment / Management -- The Necessity of Synovectomy is Controversial. Secondary synovial chondromatosis is managed by anti-inflammatory medication with the additional management of the inflammatory joint symptoms until or unless mechanical symptoms prohibit adequate function. At this point, surgical management is indicated. Surgical management should address improving long-term function and prognoses. As such, joint reconstruction or arthroplasty, in addition to removing loose bodies, is indicated."
StatPearls_4160_0,StatPearls,Subarachnoid Hemorrhage -- Etiology -- 2) Nonaneurysmal Subarachnoid hemorrhage (NASAH),clinical_guideline,Subarachnoid Hemorrhage -- Etiology -- 2) Nonaneurysmal Subarachnoid hemorrhage (NASAH). iii) Vascular malformations: These can be intracranial or spinal in location. Most brain vascular malformations that cause SAH are either arteriovenous malformations (AVM) or dural arteriovenous fistulae. [11] [12] They are usually visualized on cerebral angiography. Dural arteriovenous fistulae are the most common type of spinal vascular malformation. [13] Vascular malformation associated with bleeding is usually managed surgically and or with endovascular interventions.
StatPearls_4161_0,StatPearls,Crotalidae Envenomation -- Epidemiology,clinical_guideline,"Crotalidae Envenomation -- Epidemiology. Estimates of the number of people who suffer a snakebite each year vary between 5000 and 9000. [1] [4] [5] Males are more likely to suffer envenomations than females, with the vast majority being Caucasian. [4] [6] The majority of victims are young adults aged between 20 and 40. [4] [1] [7] [6] A smaller peak in those under 12 years of age leads to the bimodal age distribution of envenomations. [4] [1] [7] [6] Envenomations typically occur in the distal extremities. [4] [1] [7] [6] Lower extremity envenomations are the most common location and usually occur with incidental contact. Upper extremity envenomations, by contrast, are more likely to be due to intentional contact"
StatPearls_4161_1,StatPearls,Crotalidae Envenomation -- Epidemiology,clinical_guideline,". Upper extremity envenomations, by contrast, are more likely to be due to intentional contact. [1] [7] [6] Envenomations typically occur when pit vipers are most active in late spring to early fall. [4] There is a higher incidence of bites at dawn and dusk, which are peak hunting times for pit vipers. [4] The majority of envenomations are due to rattlesnakes and copperheads, which account for 50 to 55% and 30 to 45% of cases, respectively. cottonmouth envenomations are rare, contributing to only 5 to 10% of cases. [4] [8] Bites involving larger snakes are associated with more severe envenomations, likely due to their more substantial venom reserves. [9]"
StatPearls_4162_0,StatPearls,Acute Myocarditis -- Introduction,clinical_guideline,"Acute Myocarditis -- Introduction. Acute myocarditis accounts for approximately 65% of all myocarditis cases and is mainly caused by viral infections, although noninfectious etiologies may also contribute. Clinical presentation of acute myocarditis varies widely and may include febrile illness, mild chest pain, arrhythmias, heart failure, cardiogenic shock, or sudden death. The clinical diagnosis of the condition can be challenging due to the nonspecific nature of its symptoms, and treatment is generally supportive. [2] [3] [4] The clinical course and prognosis of acute myocarditis are variable; while some patients recover fully within a few weeks, others experience an acute phase that progresses to chronic complications, such as dilated cardiomyopathy."
StatPearls_4163_0,StatPearls,Salicylic Acid (Aspirin) -- Adverse Effects -- Reye Syndrome,clinical_guideline,"Salicylic Acid (Aspirin) -- Adverse Effects -- Reye Syndrome. Even though the association between aspirin and Reye syndrome exists, some authors argue that at the time of diagnosis, salicylate levels were not routinely checked, biopsies were not obtained, and genetic/inborn errors of metabolism were not ruled out."
StatPearls_4164_0,StatPearls,Todd Paresis -- Evaluation,clinical_guideline,Todd Paresis -- Evaluation. CT angiography is unremarkable in postictal paralysis. This study can be used to differentiate between this condition and acute cerebrovascular accident (stroke) in which a major arterial branch can be seen occluded. [12] [26]
StatPearls_4165_0,StatPearls,Carboxyhemoglobin Toxicity -- Deterrence and Patient Education,clinical_guideline,"Carboxyhemoglobin Toxicity -- Deterrence and Patient Education. The primary prevention of carbon monoxide toxicity relies on awareness and education through public health resources, broadcasts, and media, especially in anticipation of national disasters and emergencies such as hurricanes, floods, power outages, and winter storms, as people will be utilizing alternative sources of fuel or electricity for heating, cooling, or cooking. Additionally, generators, camp stoves, space heaters, and other devices should be accompanied by specific instructions stating they are not to be used in enclosed spaces"
StatPearls_4165_1,StatPearls,Carboxyhemoglobin Toxicity -- Deterrence and Patient Education,clinical_guideline,". Nationally, the United States government has established air-quality standards to keep the level of carboxyhemoglobin and other pollutants low and also reports an air-quality index to alert the public. Insurance companies may offer incentives for those who implement carbon monoxide alarms in their home."
StatPearls_4166_0,StatPearls,Pertussis -- Continuing Education Activity,clinical_guideline,"Pertussis -- Continuing Education Activity. Pertussis, “a violent cough,” also known as whooping cough or “the cough of 100 days,” was first described in the Paris epidemic of 1578. Bordetella pertussis, the causative organism, was discovered in 1906, and a vaccine was developed in the 1940s. Before the pertussis vaccine was developed, pertussis was a major cause of infant morbidity and mortality. This activity describes the presentation and management of pertussis and highlights the interprofessional team's role in treating affected patients and families."
StatPearls_4167_0,StatPearls,Transfusion Transmitted Disease -- History and Physical -- Babesiosis,clinical_guideline,"Transfusion Transmitted Disease -- History and Physical -- Babesiosis. The incubation period after a tick bite is 1 to 4 weeks. Following the transfusion of blood products, the incubation period is 3 to 7 weeks but may be as long as 6 months. Many patients remain asymptomatic. Fever, fatigue, malaise, myalgias, and dry cough are common presenting symptoms. Immunocompromised patients are at risk for progressing to severe disease manifesting as acute respiratory distress syndrome, congestive heart failure, renal failure, disseminated intravascular coagulation, shock, splenic rupture, and coma. Anemia, thrombocytopenia, elevated lactate dehydrogenase, elevated creatinine, and elevated liver enzymes are potential lab abnormalities encountered in patients with babesiosis."
StatPearls_4168_0,StatPearls,Acquired Immune Deficiency Syndrome -- Epidemiology,clinical_guideline,"Acquired Immune Deficiency Syndrome -- Epidemiology. HIV infection is considered a pandemic. [3] Since identification, estimates are that 40 million people have died from HIV infection and that there are currently more than 38 million people living with HIV infection. The prevalence of HIV/AIDS has increased over recent years with advancements in treatment, allowing patients to live longer with HIV.  There have been AIDS-defining efforts in the areas of education, prevention, and research to decrease transmission and treat the virus.  There has been a reduction in the number of new annual infections since the 1990s"
StatPearls_4168_1,StatPearls,Acquired Immune Deficiency Syndrome -- Epidemiology,clinical_guideline,". [4] While efforts in developed countries have led to improvements in mortality, quality of life, and transmission rates, the incidence of HIV and AIDS is drastically different across the globe.  For example, in sub-Sarahan Africa, there are an estimated 25 million people of all ages living with HIV. [5] At this time, no vaccine exists for HIV."
StatPearls_4169_0,StatPearls,Staphylococcal Scalded Skin Syndrome -- Differential Diagnosis,clinical_guideline,Staphylococcal Scalded Skin Syndrome -- Differential Diagnosis. Pemphigus foliaceus
StatPearls_4170_0,StatPearls,Pegfilgrastim -- Administration -- Specific Patient Populations,clinical_guideline,Pegfilgrastim -- Administration -- Specific Patient Populations. Pediatric patients: The dose of pegfilgrastim for pediatric patients is based on weight. Caution and close monitoring are advised. The subcutaneous doses for children based on weight ranges are listed below. <10 kg: 0.1 mg/kg 10 to 20 kg: 1.5 mg 21 to 30 kg: 2.5 mg 31 to 44 kg: 4 mg ≥45 kg: 6 mg
StatPearls_4171_0,StatPearls,Progressive Supranuclear Palsy -- Enhancing Healthcare Team Outcomes -- An Interprofessional Approach,clinical_guideline,"Progressive Supranuclear Palsy -- Enhancing Healthcare Team Outcomes -- An Interprofessional Approach. Given the rapid progression of the disease and rapidly deteriorating quality of life, the education of the patient and family is critical. The home care nurse should closely monitor the patient with particular attention to daily living activities. The pharmacist should pay particular attention to the potential side effects of any medications. Only an integrated systemic care plan can help improve the quality of life and reduce the morbidity of the disease."
StatPearls_4172_0,StatPearls,Diabetic Embryopathy -- Evaluation -- Ultrasound and Fetal Echocardiograms,clinical_guideline,"Diabetic Embryopathy -- Evaluation -- Ultrasound and Fetal Echocardiograms. Ultrasound imaging is used to monitor fetal growth and development, as well as fetal anatomy. This includes a detailed fetal anatomy scan performed around 18 to 20 weeks and serial growth ultrasounds in the third trimester to assess for macrosomia and other growth abnormalities. A fetal echocardiogram is recommended, particularly in the second trimester, for patients with poorly controlled pregestational diabetes, due to the higher incidence of congenital heart defects in these pregnancies"
StatPearls_4172_1,StatPearls,Diabetic Embryopathy -- Evaluation -- Ultrasound and Fetal Echocardiograms,clinical_guideline,". [11] [14] Given the increased risk of stillbirth, enhanced antenatal surveillance with either nonstress tests or biophysical profiles is recommended for pregnancies complicated by pregestational diabetes and for gestational diabetes that requires medications to control hyperglycemia. This monitoring typically begins at 32 weeks, but may start earlier if fetal growth restriction is detected before this time."
StatPearls_4173_0,StatPearls,Kaposi Varicelliform Eruption -- Prognosis,clinical_guideline,"Kaposi Varicelliform Eruption -- Prognosis. Kaposi varicelliform eruption is a serious condition that may have fatal outcomes. The disease may occur as a primary or a recurrent type of infection. The primary form mainly concerns children and is usually disseminated and associated with systemic symptoms and life-threatening complications such as bacterial sepsis, viremia, and multiple organ involvement. The recurrent type occurs in adulthood and is usually a milder and more localized form, generally presenting without viremia."
StatPearls_4174_0,StatPearls,"Cleft Palate Repair -- Nursing, Allied Health, and Interprofessional Team Monitoring",clinical_guideline,"Cleft Palate Repair -- Nursing, Allied Health, and Interprofessional Team Monitoring. Observation of the patient in the recovery unit by medical and nursing personnel until the patient is fully awake will ensure the transfer of a stable patient with a secure airway and no hemorrhage. Monitoring the patient's vitals, airway/breathing, and oxygen saturation levels is essential. Controlling pain will provide a smoother recovery, improve oral intake, and expedite discharge from the hospital."
StatPearls_4175_0,StatPearls,Electrodiagnostic Evaluation of Brachial Plexopathies -- Technique or Treatment,clinical_guideline,"Electrodiagnostic Evaluation of Brachial Plexopathies -- Technique or Treatment. Electrodiagnostic evaluation is typically broken down into three components: nerve conduction studies (NCS), electromyography (EMG), and somatosensory evoked potentials (SSEP). Nerve conduction studies are accomplished by using two skin surface electrodes, one which electrically stimulates and another which records the electrical response downstream along the nerve. These studies are further divided into motor and sensory components. The motor component is accomplished by stimulating motor nerves and recording compound muscle action potentials (CMAPs) which are produced as a result"
StatPearls_4175_1,StatPearls,Electrodiagnostic Evaluation of Brachial Plexopathies -- Technique or Treatment,clinical_guideline,". In a similar fashion, the sensory component is accomplished by stimulating sensory nerves and recording sensory nerve action potentials (SNAPs) which are produced in response. Parameters recorded include the amplitude of action potentials, as well as the latency of the elicited response. The amplitude is a measure of the intensity of the response, while latency is the interval of time from stimulation to the response. Once obtained, latency can be used along with the measured distance between the stimulating electrode and the recording electrode, to calculate the conduction velocity of the nerve fibers being studied. This velocity is typically expressed in meters per second (m/s). Measurements in the affected limb are then compared to the normal limb"
StatPearls_4175_2,StatPearls,Electrodiagnostic Evaluation of Brachial Plexopathies -- Technique or Treatment,clinical_guideline,". Measurements in the affected limb are then compared to the normal limb. Decreased amplitude, increased latency, and decreased conduction velocity are all considered pathologic findings and may indicate an injury somewhere between the stimulating electrode and the recording electrode. By moving the electrodes along the length of skin over a nerve, the precise location of a neurological lesion can be pinpointed. [12] [13]"
StatPearls_4176_0,StatPearls,Kallmann Syndrome -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Kallmann Syndrome -- Enhancing Healthcare Team Outcomes. In addition to the reproductive abnormalities and anosmia associated with Kallmann syndrome, if fertility is a concern or if one or more non-reproductive manifestations are present, a referral to a reproductive endocrinologist should be considered. [109]"
StatPearls_4177_0,StatPearls,Electrodiagnostic Evaluation of Motor Neuron Disease -- Continuing Education Activity,clinical_guideline,"Electrodiagnostic Evaluation of Motor Neuron Disease -- Continuing Education Activity. Motor neuron diseases are neurological disorders that affect the nerves in the brain and spinal cord. Amyotrophic lateral sclerosis (ALS) is the most common adult-onset motor neuron disease, affecting both upper and lower motor neurons, resulting in profound muscle weakness and debility. This activity describes the findings of nerve conduction tests and needle electromyography, the indispensable role these findings serve in confirming a diagnosis of ALS, and the importance of an interdisciplinary team approach in treating this condition."
StatPearls_4178_0,StatPearls,Distal Femur Fractures -- Treatment / Management -- Intramedullary Nailing,clinical_guideline,Distal Femur Fractures -- Treatment / Management -- Intramedullary Nailing. Intramedullary nail fixation has the benefit of providing a stable construct with minimal soft tissue and periosteum disruption. Antegrade and retrograde options are available depending on fracture characteristics. Pearls to successful intramedullary nailing include obtaining an optimal starting point to pass the reamer and maintaining reduction throughout the procedure. Blocking screws may be placed in the proximal or distal fragment to guide the trajectory of the nail and obtain satisfactory reduction. Antegrade Nailing
StatPearls_4179_0,StatPearls,Hemicolectomy -- Technique or Treatment -- Right Hemicolectomy,clinical_guideline,"Hemicolectomy -- Technique or Treatment -- Right Hemicolectomy. The extracorporeal anastomosis can be achieved with relative ease compared to the intracorporeal anastomosis and without increasing the size of the wound required for specimen extraction. It further allows for a more accurate assessment of margins. Once the wound is extended and the wound protector inserted, the specimen is brought out with terminal ileum. Commonly a functional end-to-end ileocolic anastomosis is performed. The terminal ileum is divided with linear stapler proximal to the ligament of Treves. The colon is similarly dissected distally to the specimen with a stapling device. Two enterotomies are performed at the ends of the colon and ileum to permit the insertion of the stapling arms"
StatPearls_4179_1,StatPearls,Hemicolectomy -- Technique or Treatment -- Right Hemicolectomy,clinical_guideline,". Two enterotomies are performed at the ends of the colon and ileum to permit the insertion of the stapling arms. Then a side-to-side anastomosis is achieved with anastomotic stapler, taking care not to include any mesentery. The remaining defect is closed with a linear stapler. Careful inspection of the integrity of anastomosis is crucial, with any deficits requiring oversewing. The ""crotch"" of the anastomosis is the commonest site of a leak."
StatPearls_4180_0,StatPearls,"Anatomy, Shoulder and Upper Limb, Elbow Cubital Fossa -- Clinical Significance -- Blood Pressure and Brachial Pulse",clinical_guideline,"Anatomy, Shoulder and Upper Limb, Elbow Cubital Fossa -- Clinical Significance -- Blood Pressure and Brachial Pulse. During blood pressure measurements, the stethoscope is placed over the brachial artery in the cubital fossa. The artery runs medial to the biceps tendon. The brachial pulse may be palpated in the cubital fossa just medial to the tendon."
StatPearls_4181_0,StatPearls,Congenital Hypertrophy of Retinal Pigment Epithelium -- Histopathology,clinical_guideline,"Congenital Hypertrophy of Retinal Pigment Epithelium -- Histopathology. In FAP (ie, Gardner syndrome), a generalized abnormality of melanogenesis in the RPE may be observed. The lesions associated with FAP may manifest in at least 3 distinct appearances. [32] The first pattern is similar to typical solitary CHRPE. The second pattern resembles an RPE hamartoma with RPE hyperplasia and hypertrophy. [32] Minute mushroom-shaped lesions characterize the third pattern. [32] Some chronic lesions may penetrate the full thickness of the retina, thus classifying lesions associated with FAP as multiple RPE hamartomas related to FAP or polyposis-associated congenital hamartoma of the RPE. [1]"
StatPearls_4182_0,StatPearls,Central and Peripheral Cyanosis -- Treatment / Management,clinical_guideline,"Central and Peripheral Cyanosis -- Treatment / Management. In addition, longer-term lifestyle changes may be required in some conditions, such as the Raynaud phenomenon. Limiting the intake of caffeine and nicotine/smoking, both of which can cause blood vessel narrowing, is beneficial."
StatPearls_4183_0,StatPearls,Horseshoe Kidney -- History and Physical,clinical_guideline,"Horseshoe Kidney -- History and Physical. Horseshoe kidneys are often asymptomatic, and so are often identified incidentally. The presentation can otherwise be non-specific with one study showing that the two most common presenting complaints of children with a horseshoe kidney are abdominal pain or symptoms of a urinary tract infection [15] ."
StatPearls_4184_0,StatPearls,Spinal Shock -- Treatment / Management,clinical_guideline,"Spinal Shock -- Treatment / Management. Spinal shock is a transient physiologic condition, typically improving within a few days to weeks. Therefore, management is not necessarily treating spinal shock but rather mitigating spinal cord damage and preempting secondary complications. This primarily consists of hemodynamic and respiratory stability to prevent further neurogenic injury and supportive therapy. In some patients, surgical decompression may be considered."
StatPearls_4185_0,StatPearls,Florida Controlled Substance Prescribing -- Pearls and Other Issues -- Summary of Electronic Florida Online Reporting Of Controlled Substances Requirements,clinical_guideline,"Florida Controlled Substance Prescribing -- Pearls and Other Issues -- Summary of Electronic Florida Online Reporting Of Controlled Substances Requirements. The Florida PDMP facilitates collecting, analyzing, and reporting information on controlled substances prescribing and dispensing."
StatPearls_4186_0,StatPearls,Encapsulating Peritoneal Sclerosis -- Treatment / Management,clinical_guideline,"Encapsulating Peritoneal Sclerosis -- Treatment / Management. Initial treatment of EPS begins with considering peritoneal dialysis cessation to halt further derangements to the peritoneal membrane. Not every patient can benefit from stopping peritoneal dialysis; thus, this decision must carefully weigh the benefits and risks, as hemodialysis would be what most patients transition to. Hemodialysis carries a different set of complications and risks when compared to peritoneal dialysis, in addition to lifestyle changes. It is also worth noting that because many cases of EPS are diagnosed years after stopping peritoneal dialysis, there is the potential for symptoms to worsen even after discontinuing. [3]"
StatPearls_4187_0,StatPearls,"Neuroanatomy, Cranial Nerve 3 (Oculomotor) -- Structure and Function",clinical_guideline,"Neuroanatomy, Cranial Nerve 3 (Oculomotor) -- Structure and Function. Somatic (voluntary) functions of the oculomotor nerve include elevation of the upper eyelid via innervation of the levator palpebrae superioris muscle . Other essential functions include coordination of eye muscles for visual tracking and gaze fixation. These functions of eye movement occur through innervation of four eye muscles: Superior rectus muscle - elevates the eye while looking straight ahead (primary position) Medial rectus muscle - adducts the eye from a primary position Inferior rectus muscle - moves the eye down from a primary position Inferior oblique muscle - elevates the eye when the eye is adducted from a primary position"
StatPearls_4188_0,StatPearls,Wrist Imaging -- Anatomy,clinical_guideline,"Wrist Imaging -- Anatomy. Blood supply at the wrist is provided by means of branches from the dorsal and palmar carpal arches formed by the anastomosis of ulnar and radial arteries. Additionally, the anterior interosseous arteries supply portions of the wrist, particularly the articular disk of the TFCC. [17] Of note, the retrograde blood supply to the proximal scaphoid from a single dorsal surface entrance point of the radial artery branches increases the risk of avascular necrosis and scaphoid nonunion after a fracture. [13] [18] [19]"
StatPearls_4189_0,StatPearls,Foreign Body Imaging -- Plain Films,clinical_guideline,"Foreign Body Imaging -- Plain Films. The increased density of foreign bodies composed of metal, glass, and gravel results in their radioopaque appearance on radiography, making plain film imaging highly sensitive and specific when looking for these objects in soft tissues. [8] [9]"
StatPearls_4190_0,StatPearls,Water Toxicity -- Treatment / Management,clinical_guideline,"Water Toxicity -- Treatment / Management. Vasopressin antagonists (e.g., vaptans) or mannitol are not preferred in such cases, even instead or on top of hypertonic saline. Mannitol is not preferred despite being used for cerebral edema as it is toxic to kidneys and can exacerbate hyponatremia. Therefore, controlling sodium level becomes more difficult. Vaptans vary in their efficacy and not preferred in acute hyponatremia for the delayed initiation of action. Other precautions from keeping the serum concentration of sodium from falling further include water intake limitation and discontinuing any drug having a role in causing hyponatremia. Monitoring"
StatPearls_4191_0,StatPearls,Nicotine Addiction and Smoking: Health Effects and Interventions -- Introduction,clinical_guideline,"Nicotine Addiction and Smoking: Health Effects and Interventions -- Introduction. The original report was an objective review of literature that pointed to tobacco use as being causal to several deadly health conditions. Much research has been conducted since, and many new findings regarding the disease-causing aspects of tobacco smoking have been elucidated. Despite the widely published results of this research, tobacco-related illnesses remain the leading cause of preventable death in the United States. [1] [2] [3] While cigarette use rates have decreased, electronic cigarette use has increased, particularly among the youth. [4]"
StatPearls_4192_0,StatPearls,"Arginine Vasopressin Disorder (Diabetes Insipidus) -- Etiology -- 2. Arginine Vasopressin Resistance (AVP-R, formerly known as Nephrogenic Diabetes Insipidus or NDI)",clinical_guideline,"Arginine Vasopressin Disorder (Diabetes Insipidus) -- Etiology -- 2. Arginine Vasopressin Resistance (AVP-R, formerly known as Nephrogenic Diabetes Insipidus or NDI). c) Aquaporin-2 gene mutation: The second form of hereditary nephrogenic DI is caused by a defect in the aquaporin-2 gene that encodes the ADH-sensitive water channels in the collecting tubule cells. This variant may have autosomal recessive or autosomal dominant modes of inheritance. [38] [40]"
StatPearls_4193_0,StatPearls,Percutaneous Abscess Drainage -- Indications,clinical_guideline,Percutaneous Abscess Drainage -- Indications
StatPearls_4193_1,StatPearls,Percutaneous Abscess Drainage -- Indications,clinical_guideline,". Drainage of large (>3 cm) abscesses, as smaller collections may resolve with antibiotics alone and do not typically allow for safe or effective catheter placement [10] Multiloculated or complex abscesses, which may not be amenable to simple aspiration and require ongoing drainage to resolve [11] Abscesses with suspected or confirmed enteric communication, where persistent contamination may require continuous drainage [12] [13] Failure of medical therapy, where appropriate antibiotic treatment does not result in clinical improvement [14] Unclear clinical diagnosis, where drainage allows both therapeutic benefit and diagnostic sampling for microbiological analysis [15] Patient noncompliance or inability to tolerate prolonged antibiotic therapy, making mechanical drainage a more reliable"
StatPearls_4193_2,StatPearls,Percutaneous Abscess Drainage -- Indications,clinical_guideline,"Patient noncompliance or inability to tolerate prolonged antibiotic therapy, making mechanical drainage a more reliable intervention Anatomic inaccessibility for open surgical drainage, especially in deep pelvic, retroperitoneal, or subphrenic collections"
StatPearls_4194_0,StatPearls,Syndactyly -- Complications,clinical_guideline,"Syndactyly -- Complications. As with any surgical procedure, an infection can occur. Although infection is a relatively rare complication of syndactyly surgery, it has the potential to be devastating if not recognized and addressed promptly with surgical debridement or antibiotics. Recent data suggests a postoperative infection rate of 1.6%. Complications from the surgery are more likely to be present in patients with syndromic presentations and multiple preoperative medical diagnoses. [21] Another potential complication is scar formation and contracture. [5] This can be attributed to split-thickness skin graft use or growth of the surrounding bone. Full-thickness graft use is less associated with contracture and is preferred when possible for this reason"
StatPearls_4194_1,StatPearls,Syndactyly -- Complications,clinical_guideline,". Full-thickness graft use is less associated with contracture and is preferred when possible for this reason. [22] Another common complication is web creep, which is defined as the webspace migrating distally as the patient ages. This can lead to a progressive deformity in the hand. The patient's age during the operation may be an important factor concerning web creep. The patient should be followed at regular intervals after surgery to detect this complication at an early stage. Finally, devascularization of the digit or nerve injury can occur. Only 1 side of the digit must be operated on at a time to ensure that the digit retains a functional digital artery"
StatPearls_4194_2,StatPearls,Syndactyly -- Complications,clinical_guideline,". Only 1 side of the digit must be operated on at a time to ensure that the digit retains a functional digital artery. [2] [3] [4] [5] Devascularization may result in prolonged healing and recovery times or, in an extreme situation, create the potential need for amputation. In the setting of nerve injury, multiple techniques have been described to address digital nerve injury, including primary nerve repair, repair with nerve conduit, and nerve grafting. Digital nerve injury, even after repair, may result in loss of or diminished digital sensation. [23]"
StatPearls_4195_0,StatPearls,Voclosporin -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Voclosporin -- Enhancing Healthcare Team Outcomes. In summary, the use of voclosporin in the treatment of lupus nephritis requires an interprofessional healthcare team consisting of physicians, physician extenders, nurses, pharmacists, and social workers. Although team members come from various disciplines, effective collaboration and communication are essential to achieve optimal outcomes for patients.[Level 5]"
StatPearls_4196_0,StatPearls,"Obesity, Stigma, and Discrimination -- Clinical Significance",clinical_guideline,"Obesity, Stigma, and Discrimination -- Clinical Significance. When obese patients experience weight bias in a medical setting, they are more likely to cancel appointments and avoid future preventative health care, ultimately increasing their medical risks and healthcare costs. [19] [27] Weight-based discrimination and stigmatization are linked to lipid and metabolic dysregulation, glucose metabolism issues, and elevated markers of inflammation, leading to an elevated 10-year cardiometabolic risk and increased morbidity. [32] One study even suggests that weight-based discrimination might result in a 60% increase in mortality among individuals, although the exact mechanism is unclear. [33]"
StatPearls_4197_0,StatPearls,Retroperitoneal Fibrosis -- Evaluation -- Diagnostic Evaluation,clinical_guideline,Retroperitoneal Fibrosis -- Evaluation -- Diagnostic Evaluation. Displacement of the aorta.
StatPearls_4198_0,StatPearls,Obesity Surgery Indications and Contraindications -- Technique or Treatment,clinical_guideline,"Obesity Surgery Indications and Contraindications -- Technique or Treatment. After confirming the integrity of the staple lines and ensuring that there is no leak, the CO2 is removed from the abdomen, and the ports are removed. The incisions are closed, and the patient awakes from anesthesia shortly after that."
StatPearls_4199_0,StatPearls,Triamcinolone -- Enhancing Healthcare Team Outcomes,clinical_guideline,"Triamcinolone -- Enhancing Healthcare Team Outcomes. The healthcare team should be vigilant regarding adverse effects and therapeutic outcomes of triamcinolone. Nursing staff can verify patient adherence, answer questions, provide counsel, and monitor for adverse events and treatment effectiveness, informing the clinician of any concerns. Pharmacists should be involved with recommendations regarding dosing and drug storage. Additionally, a clinical pharmacologist consult is necessary if the patient is experiencing toxicity symptoms. Regular follow-up with the patient is prudent to assess for abnormalities and drug efficacy."
StatPearls_4200_0,StatPearls,Carbon Tetrachloride Toxicity -- Epidemiology,clinical_guideline,"Carbon Tetrachloride Toxicity -- Epidemiology. Database of 1990–93 CAREX from 15 countries of the European Union and the 1981–83 U.S National Occupational Exposure Survey states that approximately 70,000 workers in Europe and 10,0000 workers in the U.S potentially suffered exposure to CCl4. Most of the exposure occurs in chemical industries, in laboratories, and during degreasing operations."
StatPearls_4201_0,StatPearls,St. John's Wort -- Mechanism of Action,clinical_guideline,"St. John's Wort -- Mechanism of Action. St John's Wort is a xenobiotic or a plant-derived compound composed of five various forms of hypericin and other flavonoids. Many mechanisms of action have been proposed. One of the main mechanisms used in health care is the report that St. John's Wort acts as a reuptake inhibitor of serotonin, dopamine, and norepinephrine. This works to reduce the uptake of serotonin at neuronal synapses, as well as dopamine and norepinephrine. Elevated levels of neurotransmitters are believed to be helpful when treating depression. The supplement works by activating pregnane-X-receptor (PXR) cytochromes, which induces the cytochrome P450 system, specifically the CYP3A4 enzyme and P-glycoprotein"
StatPearls_4201_1,StatPearls,St. John's Wort -- Mechanism of Action,clinical_guideline,. P450s or monooxygenase enzymes act through hydroxylation reactions onto the xenobiotic or St. John's Wort to make it more polar and thus increase its reactivity for conjugation into various polar groups.
StatPearls_4202_0,StatPearls,Acute Laryngitis -- Etiology,clinical_guideline,"Acute Laryngitis -- Etiology. The etiology of acute laryngitis can be classified as either infectious or non-infectious . The infectious form is more common and usually follows an upper respiratory tract infection. Viral agents such as rhinovirus, parainfluenza virus, respiratory syncytial virus, coronavirus, adenovirus, and influenza are all potential etiologic agents (listed in roughly descending order of frequency). Bacterial superinfection can occur in the setting of viral laryngitis. This classically occurs approximately 7 days after symptoms begin."
